work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2023,senior,Full-time,data analyst,185000.0,USD,185000,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,data analyst,160000.0,USD,160000,United States,In-person,United States,M,Data Analysis
2023,senior,Contract,,185000.0,USD,185000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,50000.0,USD,50000,United States,In-person,United States,M,Data Engineering
2023,exec,Part-time,data manager,80000.0,USD,80000,United States,In-person,United States,M,Leadership and Management
2023,exec,Freelance,data manager,70000.0,USD,70000,United States,In-person,United States,M,Leadership and Management
2023,senior,Full-time,machine learning engineer,254000.0,USD,254000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,,USD,200000,United States,In-person,United States,M,Machine Learning and AI
2023,entry,Full-time,data engineer,130916.0,USD,130916,,In-person,United States,M,Data Engineering
2023,entry,Freelance,data engineer,120000.0,USD,120000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data scientist,160000.0,USD,160000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,130000.0,USD,130000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,applied scientist,218213.0,USD,218213,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,applied scientist,178538.0,USD,178538,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,applied scientist,,USD,222200,,In-person,United States,L,Data Science and Research
2023,Mid-level,Full-time,applied scientist,136000.0,USD,136000,United States,In-person,United States,L,Data Science and Research
2023,senior,Full-time,data scientist,316000.0,USD,316000,United States,In-person,United States,M,Data Science and Research
2023,senior,Part-time,data scientist,202000.0,USD,202000,,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,,222200.0,USD,222200,United States,In-person,United States,L,Data Science and Research
2023,Mid-level,Full-time,applied scientist,136000.0,USD,136000,United States,In-person,United States,L,Data Science and Research
2023,senior,Full-time,data scientist,189750.0,USD,189750,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,119213.0,USD,119213,United States,Remote,United States,M,Data Science and Research
2023,senior,,analytics engineer,,USD,162000,United States,In-person,United States,M,Leadership and Management
2023,senior,Full-time,analytics engineer,130000.0,USD,130000,United States,In-person,United States,M,Leadership and Management
2023,senior,Full-time,data visualization specialist,170200.0,USD,170200,United States,In-person,United States,M,BI and Visualization
2023,senior,Full-time,data visualization specialist,83900.0,USD,83900,United States,In-person,United States,M,BI and Visualization
2023,senior,Full-time,business intelligence engineer,202800.0,USD,202800,United States,In-person,United States,L,BI and Visualization
2023,senior,Full-time,,,USD,104300,United States,In-person,United States,L,BI and Visualization
2023,senior,Full-time,machine learning engineer,250944.0,USD,250944,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,205318.0,USD,205318,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,,155000.0,USD,155000,,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,125000.0,USD,125000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data scientist,135000.0,USD,135000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,114000.0,USD,114000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,218213.0,USD,218213,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,178538.0,USD,178538,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,research scientist,240000.0,USD,240000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,research scientist,163200.0,USD,163200,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,machine learning engineer,258800.0,USD,258800,,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,199200.0,USD,199200,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,data scientist,215625.0,USD,215625,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,,159375.0,USD,159375,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,,155000.0,USD,155000,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,ml engineer,125000.0,USD,125000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,data engineer,170000.0,USD,170000,United States,Remote,United States,M,Data Engineering
2023,senior,,data engineer,100000.0,USD,100000,United States,Remote,United States,M,Data Engineering
2023,senior,Freelance,machine learning engineer,234000.0,USD,234000,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,208000.0,USD,208000,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,research engineer,203000.0,USD,203000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,research engineer,133000.0,USD,133000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,,,USD,272400,United States,In-person,United States,L,Data Science and Research
2023,senior,Full-time,data science manager,140100.0,USD,140100,United States,In-person,United States,L,Data Science and Research
2023,senior,,,282000.0,USD,282000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,208000.0,USD,208000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data analyst,93919.0,USD,93919,United States,Remote,United States,M,Data Analysis
2023,senior,Full-time,data analyst,51962.0,USD,51962,United States,Remote,United States,M,Data Analysis
2023,senior,Full-time,data scientist,,USD,211000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,185000.0,USD,185000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,bi analyst,118800.0,USD,118800,United States,Remote,United States,M,BI and Visualization
2023,senior,Full-time,bi analyst,75000.0,USD,75000,United States,Remote,United States,M,BI and Visualization
2023,senior,Full-time,machine learning engineer,159350.0,USD,159350,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,130100.0,USD,130100,,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,data scientist,262000.0,USD,262000,,Remote,United States,M,Data Science and Research
2023,senior,Freelance,data scientist,245000.0,USD,245000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,190000.0,USD,190000,,Remote,United States,M,Data Science and Research
2023,senior,,data scientist,150000.0,USD,150000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,analytics engineer,205218.0,USD,205218,United States,In-person,United States,M,Leadership and Management
2023,senior,Full-time,analytics engineer,136743.0,USD,136743,United States,In-person,United States,M,Leadership and Management
2023,senior,Full-time,research analyst,185000.0,USD,185000,United States,In-person,United States,L,Data Science and Research
2023,senior,Full-time,research analyst,,USD,94600,,In-person,United States,L,Data Science and Research
2023,senior,Full-time,research analyst,1600000.0,USD,160000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,research analyst,107000.0,USD,107000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,machine learning engineer,264400.0,USD,264400,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,,USD,176300,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,research analyst,160000.0,USD,160000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,research analyst,107000.0,USD,107000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,research scientist,275000.0,USD,275000,United States,In-person,United States,M,Data Science and Research
2023,senior,,research scientist,175000.0,USD,175000,United States,In-person,United States,M,Data Science and Research
2023,entry,Full-time,ml engineer,76000.0,USD,76000,United States,In-person,United States,L,Machine Learning and AI
2023,Mid-level,Full-time,insight analyst,50000.0,EUR,53984,Portugal,Remote,Portugal,M,Data Analysis
2023,Mid-level,Full-time,insight analyst,40000.0,EUR,43187,Portugal,Remote,Portugal,M,Data Analysis
2023,entry,Full-time,data analyst,80800.0,USD,80800,United States,In-person,United States,M,Data Analysis
2023,entry,Full-time,data analyst,53800.0,USD,53800,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,business intelligence analyst,150000.0,USD,150000,United States,In-person,United States,M,BI and Visualization
2023,Mid-level,Full-time,business intelligence analyst,125000.0,USD,125000,United States,In-person,United States,M,BI and Visualization
2023,senior,Full-time,data scientist,210000.0,USD,210000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,,180000.0,USD,180000,,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data engineer,210000.0,USD,210000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,155000.0,USD,155000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data scientist,169500.0,USD,169500,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,138000.0,USD,138000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data engineer,226700.0,USD,226700,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,,133300.0,USD,133300,,In-person,United States,M,Data Engineering
2023,senior,Full-time,research scientist,278700.0,USD,278700,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,research scientist,159300.0,USD,159300,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,,ai engineer,180000.0,USD,180000,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,ai engineer,120000.0,USD,120000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,business intelligence engineer,125000.0,USD,125000,United States,Remote,United States,M,BI and Visualization
2023,senior,Full-time,business intelligence engineer,115000.0,USD,115000,United States,Remote,United States,M,BI and Visualization
2023,senior,Full-time,data science manager,297300.0,USD,297300,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data science manager,198200.0,USD,198200,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,204500.0,USD,204500,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,138900.0,USD,138900,,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data manager,110400.0,USD,110400,United States,In-person,United States,M,Leadership and Management
2023,senior,Full-time,data manager,68000.0,USD,68000,United States,In-person,United States,M,Leadership and Management
2023,Mid-level,Full-time,data scientist,260600.0,USD,260600,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Part-time,data scientist,170500.0,USD,170500,United States,In-person,United States,M,Data Science and Research
2023,entry,Contract,data integration specialist,63750.0,USD,63750,United States,Remote,United States,M,Data Management and Strategy
2023,entry,,data integration specialist,,USD,46400,United States,Remote,United States,M,Data Management and Strategy
2023,senior,Full-time,data scientist,214872.0,USD,214872,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,186846.0,USD,186846,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,data analyst,,USD,95000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,data analyst,70600.0,USD,70600,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,data analyst,149500.0,USD,149500,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,data analyst,127075.0,USD,127075,United States,Remote,United States,M,Data Analysis
2023,senior,Full-time,data engineer,162000.0,USD,162000,United States,Remote,United States,M,Data Engineering
2023,senior,Full-time,data engineer,,USD,111000,,Remote,United States,M,Data Engineering
2023,senior,Full-time,machine learning scientist,2800000.0,USD,280000,,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning scientist,182750.0,USD,182750,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Contract,research scientist,,USD,212800,United States,In-person,United States,L,Data Science and Research
2023,senior,Full-time,research scientist,124100.0,USD,124100,United States,In-person,United States,L,Data Science and Research
2023,senior,Full-time,research engineer,196000.0,USD,196000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,,142600.0,USD,142600,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,,185000.0,USD,185000,,In-person,United States,L,BI and Visualization
2023,senior,Full-time,business intelligence engineer,79600.0,USD,79600,United States,In-person,United States,L,BI and Visualization
2023,senior,Full-time,data architect,193000.0,USD,193000,United States,Remote,United States,M,Data Architecture and Modeling
2023,senior,Full-time,data architect,110000.0,USD,110000,United States,Remote,United States,M,Data Architecture and Modeling
2023,senior,Full-time,data scientist,245000.0,USD,245000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,185000.0,USD,185000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,data engineer,154000.0,USD,154000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,data engineer,,USD,103000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data analyst,80000.0,USD,80000,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,data analyst,70000.0,USD,70000,United States,In-person,United States,M,Data Analysis
2023,exec,Full-time,data engineer,250000.0,USD,250000,United States,In-person,United States,M,Data Engineering
2023,exec,Full-time,data engineer,225000.0,USD,225000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data analyst,90000.0,USD,90000,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,data analyst,80000.0,USD,80000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,data analyst,50000.0,GBP,61520,United Kingdom,In-person,United Kingdom,M,Data Analysis
2023,Mid-level,,data analyst,40000.0,GBP,49216,United Kingdom,In-person,United Kingdom,M,Data Analysis
2023,senior,Full-time,data engineer,205000.0,USD,205000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,,USD,167500,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data scientist,,USD,202600,United States,Remote,United States,M,Data Science and Research
2023,senior,Contract,data scientist,,USD,168800,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,164000.0,USD,164000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,130000.0,USD,130000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,machine learning engineer,240000.0,USD,240000,Ukraine,Remote,Ukraine,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,220000.0,USD,220000,Ukraine,Remote,Ukraine,M,Machine Learning and AI
2023,senior,Full-time,,1680000.0,USD,168000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,130000.0,USD,130000,,Remote,United States,M,Data Science and Research
2023,senior,Full-time,,185900.0,USD,185900,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,129300.0,USD,129300,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,machine learning engineer,297300.0,USD,297300,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,198200.0,USD,198200,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Part-time,machine learning engineer,190000.0,USD,190000,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,156000.0,USD,156000,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,205000.0,USD,205000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,152000.0,USD,152000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,,data science practitioner,196500.0,USD,196500,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data science practitioner,97300.0,USD,97300,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,machine learning engineer,260000.0,USD,260000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,,machine learning engineer,192000.0,USD,192000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,applied scientist,216000.0,USD,216000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,applied scientist,184000.0,USD,184000,United States,Remote,United States,M,Data Science and Research
2023,senior,,machine learning engineer,192000.0,USD,192000,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,164000.0,USD,164000,United States,Remote,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,,USD,227700,United States,Remote,United States,M,Machine Learning and AI
2023,senior,,machine learning engineer,154836.0,USD,154836,United States,Remote,United States,M,Machine Learning and AI
2023,senior,,data scientist,160000.0,USD,160000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,140000.0,USD,140000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,168000.0,USD,168000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,130000.0,USD,130000,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,machine learning engineer,285000.0,USD,285000,United States,In-person,United States,L,Machine Learning and AI
2023,Mid-level,Full-time,machine learning engineer,190000.0,USD,190000,United States,In-person,United States,L,Machine Learning and AI
2023,Mid-level,Full-time,research scientist,,USD,405000,United States,In-person,United States,L,Data Science and Research
2023,Mid-level,Full-time,research scientist,2700000.0,USD,270000,United States,In-person,United States,L,Data Science and Research
2023,Mid-level,Full-time,data engineer,214300.0,USD,214300,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,data engineer,108500.0,USD,108500,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,data scientist,145000.0,USD,145000,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,data scientist,115000.0,USD,115000,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,data science engineer,,USD,130000,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,,data science engineer,1130000.0,USD,113000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,194500.0,USD,194500,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,,USD,110250,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,295000.0,USD,295000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,,177300.0,USD,177300,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,data analyst,45000.0,GBP,55368,United Kingdom,Remote,United Kingdom,M,Data Analysis
2023,Mid-level,Full-time,data analyst,36000.0,GBP,44294,United Kingdom,Remote,United Kingdom,M,Data Analysis
2023,senior,Full-time,data scientist,136000.0,USD,136000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,,,USD,104000,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,,applied scientist,222200.0,USD,222200,United States,In-person,United States,L,Data Science and Research
2023,Mid-level,Full-time,applied scientist,136000.0,USD,136000,United States,In-person,United States,L,Data Science and Research
2023,senior,,applied scientist,192000.0,USD,192000,,Remote,United States,M,Data Science and Research
2023,senior,Full-time,applied scientist,164000.0,USD,164000,United States,Remote,United States,M,Data Science and Research
2023,entry,Full-time,data engineer,220000.0,USD,220000,United States,In-person,United States,M,Data Engineering
2023,entry,Full-time,data engineer,187000.0,USD,187000,United States,In-person,United States,M,Data Engineering
2023,exec,Full-time,director of data science,353200.0,USD,353200,United States,In-person,United States,M,Data Science and Research
2023,exec,Full-time,,249300.0,USD,249300,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data analyst,85000.0,USD,85000,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,data analyst,79000.0,USD,79000,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,machine learning engineer,214500.0,USD,214500,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,132600.0,USD,132600,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,data engineer,131000.0,USD,131000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,1300000.0,USD,130000,,In-person,United States,M,Data Engineering
2023,senior,Full-time,data scientist,153600.0,USD,153600,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,106800.0,USD,106800,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,applied scientist,220000.0,USD,220000,United States,Remote,United States,M,Data Science and Research
2023,senior,,applied scientist,163000.0,USD,163000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,,1680000.0,USD,168000,United States,Remote,United States,M,Data Science and Research
2023,senior,Contract,data scientist,130000.0,USD,130000,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,,1074000.0,USD,107400,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,,101500.0,USD,101500,United States,In-person,United States,M,Data Science and Research
2023,exec,Full-time,data manager,80000.0,USD,80000,United States,In-person,United States,M,Leadership and Management
2023,exec,Full-time,data manager,70000.0,USD,70000,United States,In-person,United States,M,Leadership and Management
2023,Mid-level,Full-time,data engineer,75000.0,EUR,80976,France,Hybrid,France,M,Data Engineering
2023,Mid-level,Full-time,research scientist,3000000.0,USD,300000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,research scientist,100000.0,USD,100000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data architect,175000.0,USD,175000,United States,Remote,United States,M,Data Architecture and Modeling
2023,senior,Full-time,data architect,135000.0,USD,135000,United States,Remote,United States,M,Data Architecture and Modeling
2023,senior,Full-time,data scientist,164000.0,USD,164000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,130000.0,USD,130000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,300000.0,USD,300000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,,211000.0,USD,211000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,machine learning engineer,276000.0,USD,276000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,184000.0,USD,184000,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,data analyst,115000.0,USD,115000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,,110000.0,USD,110000,United States,Remote,United States,M,Data Analysis
2023,senior,,data engineer,139810.0,USD,139810,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,95325.0,USD,95325,United States,In-person,United States,M,Data Engineering
2023,senior,,,167000.0,USD,167000,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,data analyst,150000.0,USD,150000,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,data engineer,144000.0,USD,144000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,96000.0,USD,96000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,140000.0,USD,140000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,125000.0,USD,125000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,analytics engineer,145000.0,USD,145000,United States,Remote,United States,M,Leadership and Management
2023,senior,Full-time,,116000.0,USD,116000,United States,Remote,United States,M,Leadership and Management
2023,senior,Full-time,data scientist,161000.0,USD,161000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,116300.0,USD,116300,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data analyst,140000.0,USD,140000,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,data analyst,125000.0,USD,125000,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,data architect,175564.0,USD,175564,United States,Remote,United States,M,Data Architecture and Modeling
2023,senior,Full-time,data architect,144854.0,USD,144854,United States,Remote,United States,M,Data Architecture and Modeling
2023,senior,Full-time,machine learning engineer,225000.0,USD,225000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,166000.0,USD,166000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,analytics engineer,190000.0,USD,190000,United States,In-person,United States,M,Leadership and Management
2023,senior,Full-time,analytics engineer,150000.0,USD,150000,United States,In-person,United States,M,Leadership and Management
2023,senior,Full-time,machine learning engineer,225000.0,USD,225000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,166000.0,USD,166000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,,data scientist,151300.0,USD,151300,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,126100.0,USD,126100,,Remote,United States,M,Data Science and Research
2023,senior,,research engineer,190000.0,USD,190000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,research engineer,152000.0,USD,152000,,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,202600.0,USD,202600,United States,Remote,United States,M,Data Science and Research
2023,senior,,data scientist,,USD,168800,United States,Remote,United States,M,Data Science and Research
2023,senior,Full-time,machine learning engineer,190000.0,USD,190000,United States,In-person,United States,M,Machine Learning and AI
2023,senior,Full-time,,150000.0,USD,150000,United States,In-person,United States,M,Machine Learning and AI
2023,exec,Full-time,,180000.0,USD,180000,United States,Remote,United States,M,Data Analysis
2023,exec,Full-time,data analyst,125000.0,USD,125000,United States,Remote,United States,M,Data Analysis
2023,senior,Full-time,business intelligence analyst,113000.0,USD,113000,,In-person,United States,M,BI and Visualization
2023,senior,,business intelligence analyst,,USD,90400,United States,In-person,United States,M,BI and Visualization
2023,senior,Full-time,business intelligence engineer,204300.0,USD,204300,United States,In-person,United States,M,BI and Visualization
2023,senior,Full-time,business intelligence engineer,139000.0,USD,139000,,In-person,United States,M,BI and Visualization
2023,senior,Full-time,data engineer,282000.0,USD,282000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,208000.0,USD,208000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,185000.0,USD,185000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,124000.0,USD,124000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,research scientist,240000.0,USD,240000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,research scientist,157000.0,USD,157000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,machine learning engineer,212800.0,USD,212800,United States,In-person,United States,L,Machine Learning and AI
2023,senior,Full-time,machine learning engineer,111600.0,USD,111600,United States,In-person,United States,L,Machine Learning and AI
2023,senior,Full-time,data architect,183000.0,USD,183000,United States,In-person,United States,M,Data Architecture and Modeling
2023,senior,Full-time,data architect,147000.0,USD,147000,United States,In-person,United States,M,Data Architecture and Modeling
2023,senior,,data engineer,169000.0,USD,169000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data engineer,91000.0,USD,91000,United States,In-person,United States,M,Data Engineering
2023,senior,Full-time,data architect,210000.0,USD,210000,United States,In-person,United States,M,Data Architecture and Modeling
2023,senior,Full-time,data architect,160000.0,USD,160000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Mid-level,Full-time,data analyst,70900.0,USD,70900,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,data analyst,49000.0,USD,49000,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,,193000.0,USD,193000,United States,In-person,United States,M,Data Architecture and Modeling
2023,senior,Part-time,data architect,128000.0,USD,128000,United States,In-person,United States,M,Data Architecture and Modeling
2023,senior,Full-time,,168000.0,USD,168000,United States,In-person,United States,M,Data Science and Research
2023,senior,,data scientist,130000.0,USD,130000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,data engineer,1540000.0,USD,154000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,data engineer,103000.0,USD,103000,,In-person,United States,M,Data Engineering
2023,senior,Full-time,data analyst,,USD,93918,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,,51962.0,USD,51962,United States,In-person,United States,M,Data Analysis
2023,senior,Full-time,data scientist,180000.0,USD,180000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,,160000.0,USD,160000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,140000.0,USD,140000,United States,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,140000.0,USD,140000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,data engineer,275000.0,USD,275000,Canada,In-person,Canada,M,Data Engineering
2023,Mid-level,,data engineer,243000.0,USD,243000,Canada,In-person,Canada,M,Data Engineering
2023,senior,Full-time,data scientist,215000.0,USD,215000,,In-person,United States,M,Data Science and Research
2023,senior,Full-time,data scientist,160000.0,USD,160000,United States,In-person,United States,M,Data Science and Research
